Name,GPS,DateTime,NO2,O3_1hr,O3_4hr,CO,PM10,PM2.5,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Date,Time
Monash,"(-35.418302, 149.094018)",09/04/2020 21:00,0.009,0.004,0.012,0,4.63,2.77,0,8,4,15,9,11,15,09-Apr-20,21:00:00
Civic,"(-35.285307, 149.131579)",09/04/2020 21:00,,0.017,0.016,0,4.44,2.22,0,0,17,21,8,8,21,09-Apr-20,21:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 4:00,,0.013,0.016,0,1.79,1.98,0,0,13,20,3,7,20,10-Apr-20,4:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 4:00,0.001,0.007,0.005,0.17,5.72,4.82,1,0,7,7,11,19,19,10-Apr-20,4:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 4:00,0.001,0.01,0.014,0.08,2.27,1.68,0,0,10,18,4,6,18,10-Apr-20,4:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 5:00,,0.011,0.014,0,2.03,2.04,0,0,11,18,4,8,18,10-Apr-20,5:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 5:00,0,0.006,0.006,0.16,5.73,5.16,1,0,6,8,11,20,20,10-Apr-20,5:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 5:00,0.001,0.006,0.012,0.08,2.39,1.65,0,0,6,15,4,6,15,10-Apr-20,5:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 6:00,0,0.007,0.007,0.14,5.96,5,1,0,7,8,11,20,20,10-Apr-20,6:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 6:00,,0.01,0.012,0,2.18,2.07,0,0,10,15,4,8,15,10-Apr-20,6:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 6:00,0,0.009,0.01,0.08,2.48,1.82,0,0,9,12,4,7,12,10-Apr-20,6:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 7:00,0,0.009,0.007,0.1,6.11,5.14,1,0,9,9,12,20,20,10-Apr-20,7:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 7:00,,0.009,0.011,0,2.39,2.1,0,0,9,13,4,8,13,10-Apr-20,7:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 7:00,0.001,0.009,0.008,0.08,2.53,2.1,0,1,9,11,5,8,11,10-Apr-20,7:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 8:00,,0.009,0.01,0,2.38,2.17,0,0,9,12,4,8,12,10-Apr-20,8:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 8:00,0.001,0.012,0.009,0.08,2.56,2.4,0,0,12,11,5,9,12,10-Apr-20,8:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 8:00,0,0.013,0.008,0.05,6.2,5.18,0,0,13,11,12,20,20,10-Apr-20,8:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 9:00,0.001,0.011,0.01,0.08,2.42,2.6,0,1,11,13,4,10,13,10-Apr-20,9:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 9:00,0,0.013,0.01,0.02,6.3,5.16,0,0,13,13,12,20,20,10-Apr-20,9:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 9:00,,0.01,0.01,0,2.31,2.15,0,0,10,12,4,8,12,10-Apr-20,9:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 10:00,,0.012,0.01,0,2,1.88,0,0,12,13,4,7,13,10-Apr-20,10:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 10:00,0,0.014,0.012,0,6.15,5.19,0,0,14,15,12,20,20,10-Apr-20,10:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 10:00,0.001,0.012,0.011,0.08,2.27,2.74,0,1,12,14,4,10,14,10-Apr-20,10:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 11:00,0,0.015,0.014,0,6.1,5.4,0,0,15,17,12,21,21,10-Apr-20,11:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 11:00,0.001,0.013,0.012,0.09,1.94,2.68,1,1,13,15,3,10,15,10-Apr-20,11:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 11:00,,0.012,0.011,0,1.94,1.71,0,0,12,14,3,6,14,10-Apr-20,11:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 12:00,0,0.019,0.015,0,6.16,5.26,0,0,19,19,12,21,21,10-Apr-20,12:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 12:00,,0.014,0.012,0,1.93,1.69,0,0,14,15,3,6,15,10-Apr-20,12:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 12:00,0,0.017,0.013,0.09,1.68,2.31,1,0,17,17,3,9,17,10-Apr-20,12:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 13:00,0,0.022,0.017,0,6.15,5.41,0,0,22,22,12,21,22,10-Apr-20,13:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 13:00,0,0.022,0.016,0.08,1.9,2.12,0,0,22,20,3,8,22,10-Apr-20,13:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 13:00,,0.017,0.014,0,1.57,1.66,0,0,17,17,3,6,17,10-Apr-20,13:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 14:00,,0.019,0.016,0,1.28,1.66,0,0,19,20,2,6,20,10-Apr-20,14:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 14:00,0,0.022,0.018,0.08,1.73,1.94,0,0,22,23,3,7,23,10-Apr-20,14:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 14:00,0,0.023,0.02,0,6.03,5.36,0,0,23,25,12,21,25,10-Apr-20,14:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 15:00,0,0.026,0.022,0,6.52,5.49,0,0,26,28,13,21,28,10-Apr-20,15:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 15:00,0,0.026,0.022,0.08,1.91,2.08,0,0,26,27,3,8,27,10-Apr-20,15:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 15:00,,0.022,0.018,0,1.64,1.74,0,0,22,23,3,6,23,10-Apr-20,15:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 16:00,,,,,1.29,1.86,,,,,2,7,,10-Apr-20,16:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 16:00,,,,,6.18,5.65,,,,,12,22,,10-Apr-20,16:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 16:00,,,,,2.43,1.84,,,,,4,7,7,10-Apr-20,16:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 17:00,0,0.025,0.025,0.07,0.96,1.89,0,0,25,31,1,7,31,10-Apr-20,17:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 17:00,0,0.026,0.025,0,5.9,5.47,0,0,26,31,11,21,31,10-Apr-20,17:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 17:00,,0.022,0.021,0,2.95,1.84,0,0,22,27,5,7,27,10-Apr-20,17:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 18:00,0.001,0.022,0.024,0.07,1.15,1.88,0,1,22,31,2,7,31,10-Apr-20,18:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 18:00,0,0.024,0.025,0,5.87,5.55,0,0,24,32,11,22,32,10-Apr-20,18:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 18:00,,0.02,0.022,0,3.17,1.79,0,0,20,27,6,7,27,10-Apr-20,18:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 19:00,,0.018,0.02,0,3.11,1.71,0,0,18,25,6,6,25,10-Apr-20,19:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 19:00,0,0.021,0.024,0,5.74,5.67,0,0,21,30,11,22,30,10-Apr-20,19:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 19:00,0.002,0.019,0.022,0.07,1.27,1.93,0,2,19,27,2,7,27,10-Apr-20,19:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 21:00,0,0.016,0.019,0,5.84,5.17,0,0,16,24,11,20,24,10-Apr-20,21:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 21:00,0,0.02,0.02,0.07,2.33,1.92,0,0,20,25,4,7,25,10-Apr-20,21:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 21:00,,0.014,0.017,0,3.58,1.64,0,0,14,21,7,6,21,10-Apr-20,21:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 22:00,0,0.02,0.019,0.07,2.47,1.62,0,0,20,24,4,6,24,10-Apr-20,22:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 22:00,,0.013,0.015,0,4.07,1.68,0,0,13,19,8,6,19,10-Apr-20,22:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 22:00,0,0.02,0.018,0,5.59,5.12,0,0,20,23,11,20,23,10-Apr-20,22:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 23:00,,0.019,0.016,0,4.31,1.77,0,0,19,20,8,7,20,10-Apr-20,23:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 23:00,0,0.022,0.018,0,5.01,4.55,0,0,22,23,10,18,23,10-Apr-20,23:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 23:00,0,0.022,0.02,0.07,2.54,1.23,0,0,22,25,5,4,25,10-Apr-20,23:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 0:00,0,0.022,0.021,0.07,2.54,1.43,0,0,22,26,5,5,26,11-Apr-20,0:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 0:00,0,0.024,0.021,0,4.63,3.48,0,0,24,26,9,13,26,11-Apr-20,0:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 0:00,,0.019,0.017,0,4.44,1.78,0,0,19,21,8,7,21,11-Apr-20,0:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 1:00,0,0.024,0.023,0,4.71,2.94,0,0,24,28,9,11,28,11-Apr-20,1:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 1:00,0,0.022,0.022,0.07,2.89,1.63,0,0,22,27,5,6,27,11-Apr-20,1:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 1:00,,0.02,0.018,0,4.55,1.72,0,0,20,22,9,6,22,11-Apr-20,1:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 2:00,,0.02,0.019,0,4.7,1.54,0,0,20,24,9,6,24,11-Apr-20,2:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 2:00,0,0.025,0.024,0,4.5,2.64,0,0,25,30,9,10,30,11-Apr-20,2:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 2:00,0,0.024,0.023,0.06,3.3,2.26,0,0,24,28,6,9,28,11-Apr-20,2:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 3:00,0,0.023,0.023,0.05,3.37,2.76,0,0,23,29,6,11,29,11-Apr-20,3:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 3:00,0,0.026,0.025,0,4.18,2.56,0,0,26,31,8,10,31,11-Apr-20,3:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 3:00,,0.021,0.02,0,4.8,1.42,0,0,21,25,9,5,25,11-Apr-20,3:00:00
Monash,"(-35.418302, 149.094018)",10/04/2020 20:00,0.001,0.016,0.022,0,5.7,5.41,0,1,16,27,11,21,27,10-Apr-20,20:00:00
Civic,"(-35.285307, 149.131579)",10/04/2020 20:00,,0.016,0.019,0,3.22,1.64,0,0,16,24,6,6,24,10-Apr-20,20:00:00
Florey,"(-35.220606, 149.043539)",10/04/2020 20:00,0.001,0.02,0.021,0.07,1.55,2.21,0,1,20,27,3,8,27,10-Apr-20,20:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 4:00,0,0.023,0.023,0.05,3.42,2.79,0,0,23,29,6,11,29,11-Apr-20,4:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 4:00,,0.021,0.021,0,5.03,1.3,0,0,21,26,10,5,26,11-Apr-20,4:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 4:00,0,0.025,0.025,0,3.87,2.38,0,0,25,31,7,9,31,11-Apr-20,4:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 5:00,0,0.022,0.023,0.04,3.13,2.67,0,0,22,29,6,10,29,11-Apr-20,5:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 5:00,,0.021,0.021,0,4.9,1.18,0,0,21,26,9,4,26,11-Apr-20,5:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 5:00,0,0.025,0.025,0,3.69,2.11,0,0,25,32,7,8,32,11-Apr-20,5:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 6:00,0,0.021,0.022,0.04,2.89,2.23,0,0,21,28,5,8,28,11-Apr-20,6:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 6:00,0,0.028,0.026,0,3.52,1.88,0,0,28,32,7,7,32,11-Apr-20,6:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 6:00,,0.019,0.021,0,4.63,1.09,0,0,19,26,9,4,26,11-Apr-20,6:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 7:00,,0.017,0.02,0,4.34,1.07,0,0,17,25,8,4,25,11-Apr-20,7:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 7:00,0,0.02,0.021,0.03,2.67,1.83,0,0,20,27,5,7,27,11-Apr-20,7:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 7:00,0,0.028,0.026,0,3.45,1.45,0,0,28,33,6,5,33,11-Apr-20,7:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 8:00,0,0.026,0.027,0,3.27,1.36,0,0,26,33,6,5,33,11-Apr-20,8:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 8:00,0,0.02,0.021,0.03,2.52,1.68,0,0,20,26,5,6,26,11-Apr-20,8:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 9:00,,0.02,0.019,0,4.15,0.96,0,0,20,24,8,3,24,11-Apr-20,9:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 8:00,,0.018,0.019,0,4.22,1.03,0,0,18,24,8,4,24,11-Apr-20,8:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 9:00,0,0.022,0.021,0.03,2.76,1.1,0,0,22,26,5,4,26,11-Apr-20,9:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 9:00,0,0.027,0.027,0,3.27,1.27,0,0,27,34,6,5,34,11-Apr-20,9:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 10:00,0,0.025,0.022,0.03,2.89,0.69,0,0,25,27,5,2,27,11-Apr-20,10:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 10:00,0,0.026,0.027,0,3.59,1.48,0,0,26,33,7,5,33,11-Apr-20,10:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 10:00,,0.022,0.019,0,4.57,0.98,0,0,22,24,9,3,24,11-Apr-20,10:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 11:00,0,0.023,0.023,0.03,3.09,0.61,0,0,23,28,6,2,28,11-Apr-20,11:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 11:00,,0.02,0.02,0,5.36,0.92,0,0,20,25,10,3,25,11-Apr-20,11:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 11:00,0,0.023,0.026,0,3.94,1.33,0,0,23,32,7,5,32,11-Apr-20,11:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 12:00,,0.018,0.02,0,5.58,0.84,0,0,18,25,11,3,25,11-Apr-20,12:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 12:00,0,0.021,0.023,0.03,3.7,0.53,0,0,21,28,7,2,28,11-Apr-20,12:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 12:00,0,0.023,0.025,0,4.01,1.34,0,0,23,31,8,5,31,11-Apr-20,12:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 13:00,0,0.023,0.023,0.03,4.19,0.36,0,0,23,29,8,1,29,11-Apr-20,13:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 13:00,,0.02,0.02,0,6.08,0.82,0,0,20,25,12,3,25,11-Apr-20,13:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 13:00,0,0.024,0.024,0,4.29,1.41,0,0,24,30,8,5,30,11-Apr-20,13:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 14:00,0,0.027,0.024,0,4.34,1.36,0,0,27,31,8,5,31,11-Apr-20,14:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 14:00,,0.023,0.02,0,6.54,0.85,0,0,23,25,13,3,25,11-Apr-20,14:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 14:00,0,0.026,0.023,0.03,4.39,0.27,0,0,26,29,8,1,29,11-Apr-20,14:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 15:00,0,0.026,0.024,0.03,4.42,0.32,0,0,26,30,8,1,30,11-Apr-20,15:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 15:00,0,0.027,0.025,0,3.94,1.2,0,0,27,32,7,4,32,11-Apr-20,15:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 15:00,,0.023,0.021,0,6.5,0.82,0,0,23,26,13,3,26,11-Apr-20,15:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 16:00,,,,,6.33,0.8,,,,,12,3,12,11-Apr-20,16:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 16:00,,,,,4.33,1.22,,,,,8,4,,11-Apr-20,16:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 16:00,,,,,4.84,0.48,,,,,9,1,,11-Apr-20,16:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 17:00,0,0.025,0.025,0.03,5.13,0.62,0,0,25,32,10,2,32,11-Apr-20,17:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 17:00,,0.023,0.023,0,6.26,0.9,0,0,23,29,12,3,29,11-Apr-20,17:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 17:00,0,0.026,0.027,0,4.42,1.32,0,0,26,33,8,5,33,11-Apr-20,17:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 18:00,0,0.024,0.025,0.03,5.44,1.01,0,0,24,31,10,4,31,11-Apr-20,18:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 18:00,0,0.025,0.026,0,4.7,1.34,0,0,25,32,9,5,32,11-Apr-20,18:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 18:00,,0.022,0.022,0,6.38,1.13,0,0,22,28,12,4,28,11-Apr-20,18:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 19:00,0,0.022,0.024,0.02,5.51,1.09,0,0,22,30,11,4,30,11-Apr-20,19:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 19:00,0,0.024,0.025,0,4.72,1.31,0,0,24,31,9,5,31,11-Apr-20,19:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 19:00,,0.021,0.022,0,6.78,1.38,0,0,21,27,13,5,27,11-Apr-20,19:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 20:00,0,0.023,0.025,0,4.39,1.49,0,0,23,31,8,5,31,11-Apr-20,20:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 20:00,0,0.021,0.023,0.02,5.66,0.92,0,0,21,29,11,3,29,11-Apr-20,20:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 20:00,,0.02,0.021,0,6.91,1.55,0,0,20,27,13,6,27,11-Apr-20,20:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 21:00,,0.019,0.02,0,6.92,1.67,0,0,19,26,13,6,26,11-Apr-20,21:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 21:00,0,0.021,0.022,0.01,5.25,0.89,0,0,21,28,10,3,28,11-Apr-20,21:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 21:00,0,0.022,0.024,0,4.16,1.53,0,0,22,30,8,6,30,11-Apr-20,21:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 22:00,0.002,0.016,0.02,0.01,5.34,1.01,0,2,16,25,10,4,25,11-Apr-20,22:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 22:00,,0.019,0.02,0,6.72,1.75,0,0,19,25,13,7,25,11-Apr-20,22:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 22:00,0,0.022,0.023,0,3.88,1.27,0,0,22,29,7,5,29,11-Apr-20,22:00:00
Civic,"(-35.285307, 149.131579)",11/04/2020 23:00,,0.019,0.019,0,6.62,1.71,0,0,19,24,13,6,24,11-Apr-20,23:00:00
Monash,"(-35.418302, 149.094018)",11/04/2020 23:00,0,0.022,0.022,0,3.78,1.31,0,0,22,28,7,5,28,11-Apr-20,23:00:00
Florey,"(-35.220606, 149.043539)",11/04/2020 23:00,0.003,0.014,0.018,0.01,5.57,1.55,0,2,14,23,11,6,23,11-Apr-20,23:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 0:00,0,0.02,0.021,0,3.61,1.57,0,0,20,27,7,6,27,12-Apr-20,0:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 0:00,0,0.016,0.017,0.01,6.06,1.97,0,0,16,21,12,7,21,12-Apr-20,0:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 0:00,,0.019,0.019,0,6.71,1.66,0,0,19,24,13,6,24,12-Apr-20,0:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 1:00,0,0.017,0.016,0.01,6.16,2.14,0,0,17,20,12,8,20,12-Apr-20,1:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 1:00,,0.013,0.017,0,6.58,1.61,0,0,13,22,13,6,22,12-Apr-20,1:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 1:00,0.002,0.012,0.019,0,3.22,1.69,0,1,12,24,6,6,24,12-Apr-20,1:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 2:00,0,0.016,0.016,0,6.26,2.11,0,0,16,20,12,8,20,12-Apr-20,2:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 2:00,,0.014,0.016,0,6.32,1.68,0,0,14,20,12,6,20,12-Apr-20,2:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 2:00,0.002,0.009,0.016,0,3.68,1.96,0,2,9,20,7,7,20,12-Apr-20,2:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 3:00,,0.014,0.015,0,6.27,1.85,0,0,14,19,12,7,19,12-Apr-20,3:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 3:00,0,0.016,0.016,0,6.46,1.91,0,0,16,20,12,7,20,12-Apr-20,3:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 3:00,0.001,0.008,0.012,0,3.95,2.22,0,0,8,15,7,8,15,12-Apr-20,3:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 4:00,,0.01,0.013,0,6.17,2.06,0,0,10,16,12,8,16,12-Apr-20,4:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 4:00,0.001,0.005,0.008,0,4.46,2.46,0,1,5,11,8,9,11,12-Apr-20,4:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 4:00,0,0.01,0.015,0,6.66,1.47,0,0,10,19,13,5,19,12-Apr-20,4:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 5:00,0.001,0.006,0.012,0,7.04,1.68,0,0,6,15,14,6,15,12-Apr-20,5:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 5:00,0.002,0.003,0.006,0.03,4.63,2.61,0,1,3,8,9,10,10,12-Apr-20,5:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 5:00,,0.008,0.011,0,6.39,2.23,0,0,8,14,12,8,14,12-Apr-20,5:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 6:00,0.002,0.004,0.005,0.05,4.89,3.04,0,2,4,6,9,12,12,12-Apr-20,6:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 6:00,0.001,0.002,0.008,0.01,7.51,2.48,0,1,2,11,15,9,15,12-Apr-20,6:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 6:00,,0.007,0.01,0,6.78,2.35,0,0,7,12,13,9,13,12-Apr-20,6:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 7:00,0.001,0.001,0.005,0.02,8,3.11,0,1,1,6,16,12,16,12-Apr-20,7:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 7:00,0.003,0.003,0.004,0.06,4.77,3.38,0,2,3,5,9,13,13,12-Apr-20,7:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 7:00,,0.005,0.008,0,7.14,2.38,0,0,5,10,14,9,14,12-Apr-20,7:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 8:00,0.002,0.007,0.004,0.07,4.68,3.63,0,1,7,5,9,14,14,12-Apr-20,8:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 8:00,0.001,0.004,0.003,0.03,8.25,3.22,0,1,4,4,16,12,16,12-Apr-20,8:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 8:00,,0.006,0.007,0,7.42,2.41,0,0,6,8,14,9,14,12-Apr-20,8:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 9:00,0,0.013,0.005,0.04,8.46,3.46,0,0,13,7,16,13,16,12-Apr-20,9:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 9:00,,0.01,0.007,0,7.51,2.56,0,0,10,9,15,10,15,12-Apr-20,9:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 9:00,0,0.014,0.007,0.05,4.6,3.6,0,0,14,8,9,14,14,12-Apr-20,9:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 10:00,0,0.019,0.011,0.03,4.59,3.51,0,0,19,13,9,14,19,12-Apr-20,10:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 10:00,0,0.019,0.009,0.05,8.39,3.6,0,0,19,12,16,14,19,12-Apr-20,10:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 10:00,,0.013,0.009,0,7.17,2.84,0,0,13,11,14,11,14,12-Apr-20,10:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 11:00,,0.017,0.012,0,6.68,3.16,0,0,17,15,13,12,17,12-Apr-20,11:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 11:00,0,0.022,0.015,0.06,8.38,4,0,0,22,18,16,16,22,12-Apr-20,11:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 11:00,0,0.022,0.016,0.01,4.48,3.61,0,0,22,20,8,14,22,12-Apr-20,11:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 12:00,0,0.024,0.02,0,4.68,3.8,0,0,24,25,9,15,25,12-Apr-20,12:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 12:00,0,0.023,0.019,0.07,7.94,4.28,0,0,23,24,15,17,24,12-Apr-20,12:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 12:00,,0.02,0.015,0,6.69,3.41,0,0,20,19,13,13,20,12-Apr-20,12:00:00
Monash,"(-35.418302, 149.094018)",12/04/2020 13:00,0,0.025,0.023,0,4.47,3.61,0,0,25,28,8,14,28,12-Apr-20,13:00:00
Florey,"(-35.220606, 149.043539)",12/04/2020 13:00,0,0.022,0.022,0.08,7.61,4.77,0,0,22,27,15,19,27,12-Apr-20,13:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 13:00,,0.021,0.018,0,6.62,3.6,0,0,21,22,13,14,22,12-Apr-20,13:00:00
Civic,"(-35.285307, 149.131579)",12/04/2020 17:00,,0.018,0.019,0,5.7,4,0,0,18,24,11,16,24,12-Apr-20,17:00:00
